Name,score,userscore,detail
서무결베이커리카페,36점,4.0점,부산동구 | 카페   디저트
꿀꿀이생뒷고기,35점,리뷰없음,부산동구 | 고기집   뒷고기
웅복,34점,리뷰없음,부산진역 | 참복회   복불고기
장수밀면 본점,32점,리뷰없음,부산진역 | 한식   비빔밀면
거창식당,32점,0.0점,범일동 | 해장국   해물뚝배기
영주한우숯불갈비,31점,리뷰없음,부산 | 숯불갈비   소고기구이
홍보성,31점,리뷰없음,부산 | 중식당
하동식당,31점,리뷰없음,부산동구 | 한식
시골밥상,31점,리뷰없음,초량 | 김치찌개   시골밥상
미조,31점,리뷰없음,부산진역 | 아귀찜   낙지찜
비둘기집,31점,리뷰없음,범일동 | 한식   오삼불고기
산청한방돼지국밥,31점,리뷰없음,부산동구 | 국밥   돼지국밥
생대복,31점,리뷰없음,부산동구 | 복어요리   복어
본죽 부산진역점,31점,리뷰없음,부산동구 | 전복죽   삼계죽
진주식당,31점,리뷰없음,부산동구 | 한식   김치전골
원조순대집,31점,리뷰없음,범일동 | 두루치기   순대
해리스 좌천일신기독병원점,31점,리뷰없음,부산 | 카페   디저트
미아케이크,31점,리뷰없음,부산 | 케이크   마카롱
미스코다리미스터황태,31점,리뷰없음,부산진역 | 해물   황태
수정각,31점,리뷰없음,부산 | 짬뽕   중국집
오뚝이국수,15점,리뷰없음,좌천역 | 잔치국수   국수
좌천집,15점,리뷰없음,좌천역 | 포차   감자채전
남포순두부,15점,리뷰없음,부산동구 | 한식   순두부
증산오리불고기,15점,리뷰없음,부산동구 | 오리요리
남해횟집,15점,리뷰없음,부산동구 | 생선회   횟집
cafe레브 일신기독병원점,15점,리뷰없음,좌천역 | 카페   디저트
옵서예분식,15점,리뷰없음,부산 | 종합분식   분식
비바케밥 부산1호점,15점,리뷰없음,부산동구 | 케밥   타코
용현기사식당,15점,리뷰없음,부산동구 | 기사식당   한식
수복뼈다귀해장국,15점,리뷰없음,부산 | 해장국   소고기국
가마뫼나들목 한파쉼터,15점,리뷰없음,부산
꼬꼬통닭,15점,리뷰없음,부산 | 치킨   닭강정
달곰하다,15점,리뷰없음,부산동구 | 케이크   과일
밀양식당,15점,리뷰없음,범일동 | 돼지국밥   찌개
바다횟집,15점,리뷰없음,부산동구 | 횟집   생우럭탕
삼도식당,15점,리뷰없음,부산동구 | 추어탕   삼겹살
카페 증산로,15점,리뷰없음,부산동구 | 카페   디저트
영계마을,15점,리뷰없음,부산동구 | 치킨   후라이드
제임스김밥,15점,리뷰없음,부산동구 | 김밥
다도해해물아구찜,15점,리뷰없음,부산광역시 | 아구찜   해물아구찜
하삼동커피 부산진역점,15점,리뷰없음,부산동구 | 카페
39아구찜,15점,리뷰없음,좌천역 | 아구찜   생아구찜
양정명동찌개마을 수정점,15점,리뷰없음,부산진역 | 동태탕   명태내장탕
철마한우곰탕,15점,리뷰없음,부산동구 | 곰탕
순정이네밥집,15점,리뷰없음,부산동구 | 김치찌개
청와대숯불갈비,15점,리뷰없음,부산동구 | 숯불갈비
카페 일로,15점,리뷰없음,좌천역 | 카페   디저트
나무와 실,15점,리뷰없음,부산동구 | 카페   디저트
카페민스,15점,리뷰없음,좌천역 | 샌드위치   카페
멕시칸 좌천점,15점,리뷰없음,좌천역 | 양념치킨   후라이드치킨
만포밀면,15점,리뷰없음,좌천역 | 밀면
떡실신,15점,리뷰없음,부산동구 | 떡볶이   순대
송백숯불농원,15점,리뷰없음,부산 | 오리불고기
Cafe 가볍고복잡한,15점,리뷰없음,부산 | 아메리카노   달고나라떼
cla,15점,리뷰없음,좌천역 | 카페   다쿠아즈
통영기사식당,15점,리뷰없음,좌천역 | 기사식당   한식
태양반점,15점,리뷰없음,부산동구 | 중식당   중국집
대구식당,15점,리뷰없음,부산동구 | 두루치기   한식
클라,15점,리뷰없음,좌천역 | 카페   딸기라떼
용성루,15점,리뷰없음,부산동구 | 중식당   중식
함지박분식,15점,리뷰없음,부산 | 분식   칼국수
커피인트리,15점,리뷰없음,부산동구 | 카페   디저트
우리나라횟집,15점,리뷰없음,부산범일동 | 횟집   전어
진땡이코다리,15점,리뷰없음,부산 | 코다리찜
부산 좌천동,score,userscore,details
