Name,score,userscore,detail
원조 18번 완당 발국수,62점,4.4점,부민동 | 완당   발국수
칼국수&수제등심돈까스,35점,5.0점,동아대 | 칼국수   수제등심돈까스
나뭇잎마을,35점,5.0점,부산서구 | 타코야끼   푸딩
타코파파 동아대부민점,33점,5.0점,동아대 | 일식당
별난김해뒷고기껍데기 부민점,33점,5.0점,부산서구 | 껍데기   뒷고기
406고깃집 보수점,31점,5.0점,동대신동 | 대패삼겹살   생삼겹살
블랑쉬베이커리,31점,0점,부민동 | 베이커리   빵집
조은참치 부민점,31점,리뷰없음,부산서구 | 참치회   참치
바로올레,31점,리뷰없음,동아대 | 스테이크전문   양식
고구려짬뽕10101,31점,리뷰없음,부민동 | 짬뽕   옛날짬뽕
시애틀,31점,리뷰없음,부산 | 카페
더치앤빈,15점,1.0점,동아대 | 커피전문점   카페
라루엘라,15점,0점,동아대 | 샌드위치   카페
레가토 커피로스터스,15점,리뷰없음,부산서구 | 커피   로스
컴커피&베이커리 부용점,15점,리뷰없음,부산서구 | 카페   망고스무디
차칸 숯불 두마리치킨,15점,리뷰없음,부산서구 | 치킨   닭강정
온설담 디저트카페,15점,리뷰없음,부산서구 | 디저트카페   빙수
세끼로,15점,리뷰없음,동대신역 | 생선회
청도식당,15점,리뷰없음,부민동 | 한식   갈치구이
본95,15점,리뷰없음,부산서구 | 카페   디저트
그리고칠월,15점,리뷰없음,부산서구 | 케이크   커피
우정대영명가물회,15점,리뷰없음,부산서구 | 물회   밀면
오빠막창 서구점,15점,리뷰없음,부산서구 | 막창   핫바
땡스커피,15점,리뷰없음,부산광역시 | 커피   카페
카페체리쉬,15점,리뷰없음,부산서구 | 케이크   레터링케이크
웨슬리,15점,리뷰없음,부산 | 카페   디저트
뉴욕야시장 부민점,15점,리뷰없음,동아대 | 맥주   호프
브라운칩,15점,리뷰없음,동아대 | 카페   디저트
로드락후라이드,15점,리뷰없음,부산서구 | 후라이드
피자박앤궁물떡볶이,15점,리뷰없음,부산 | 피자   피자떡볶이
뚱스밥버거 동아대부민점,15점,3.0점,동아대 | 분식   밥버거
탕슈탕슈,15점,리뷰없음,부산광역시 | 중식당
꼬기만땅점보비빔밥 서구점,15점,리뷰없음,부산 | 비빔밥   한식
골목밥집,15점,리뷰없음,부산서구 | 한식   집밥
등대식당,15점,리뷰없음,동아대 | 생선구이   한식
오라맛있는치밥,15점,리뷰없음,동아대 | 도시락   컵밥
맛있는파닭 부민점,15점,리뷰없음,부산 | 치킨   닭강정
부용마을,15점,리뷰없음,부산서구 | 한식
한끼 국물 떡볶이,15점,리뷰없음,동대신역 | 떡볶이
요녀석 파스타&필라프 남포부민점,15점,리뷰없음,부산서구 | 파스타   필라프
디저트코리아,15점,리뷰없음,동대신역 | 디저트   마카롱
챔피언떡볶이 서구점,15점,리뷰없음,부산서구 | 떡볶이
SVF 본점,15점,리뷰없음,부산 | 닭발   육회
컴포즈커피 동아대부민캠퍼스점,15점,리뷰없음,부산서구 | 커피   카페
부산 부용동,score,userscore,details
